1	2	1	real	-0.035	0.209	-0.07	0.104	-0.052
1	2	1	imag	-0.066	0.396	-0.132	0.198	-0.098
1	3	1	real	0.378	-0.201	0.071	0.248	0.384
1	3	1	imag	0.48	-0.255	0.089	0.314	0.487
1	4	1	real	0.001	0.011	0.002	0.014	0.001
1	4	1	imag	0	0	0	0.001	0
1	5	1	real	-0.221	0.161	-0.031	-0.09	-0.196
1	5	1	imag	-0.157	0.115	-0.022	-0.064	-0.139
1	6	1	real	0	0.001	0	0	0
1	6	1	imag	0.002	-0.009	0.003	-0.004	0.001
1	7	1	real	-0.012	-0.143	0.101	-0.054	0.053
1	7	1	imag	-0.021	-0.251	0.177	-0.095	0.093
1	8	1	real	0.018	0.007	0.004	0.03	0.019
1	8	1	imag	0.016	0.007	0.004	0.027	0.017
1	9	1	real	-0.001	-0.011	0.002	-0.01	-0.001
1	9	1	imag	-0.002	-0.025	0.004	-0.022	-0.002
1	10	1	real	0.06	0.048	-0.051	0.058	0.002
1	10	1	imag	0.025	0.02	-0.021	0.024	0.001
1	11	1	real	-0.041	-0.006	-0.014	-0.061	-0.044
1	11	1	imag	-0.081	-0.01	-0.027	-0.118	-0.086
1	12	1	real	0.05	-0.035	0.026	0.04	0.057
1	12	1	imag	-0.072	0.052	-0.038	-0.058	-0.083
1	13	1	real	-0.012	0.037	-0.009	0.016	-0.012
1	13	1	imag	-0.001	0.004	-0.001	0.002	-0.001
1	14	1	real	-0.088	0.111	-0.064	-0.041	-0.106
1	14	1	imag	0.219	-0.278	0.16	0.101	0.265
1	15	1	real	-0.006	-0.006	0	-0.012	-0.006
1	15	1	imag	-0.002	-0.001	0	-0.003	-0.002
1	16	1	real	-0.01	-0.025	0.004	-0.031	-0.009
1	16	1	imag	-0.011	-0.028	0.004	-0.035	-0.01
1	17	1	real	0.001	0.013	-0.003	0.011	-0.001
1	17	1	imag	-0.001	-0.028	0.007	-0.022	0.002
1	18	1	real	-0.049	-0.071	0	-0.12	-0.06
1	18	1	imag	0.011	0.017	0	0.028	0.014
1	19	1	real	0.022	-0.008	0.003	0.017	0.019
1	19	1	imag	-0.023	0.009	-0.003	-0.017	-0.02
1	20	1	real	-0.086	-0.089	-0.004	-0.178	-0.106
1	20	1	imag	0.005	0.006	0	0.012	0.007
1	21	1	real	0.037	0.036	0.002	0.075	0.046
1	21	1	imag	0.011	0.01	0.001	0.022	0.014
1	22	1	real	0.002	0.001	0	0.003	0.002
1	22	1	imag	0.026	0.012	0.002	0.041	0.032
1	23	1	real	-0.006	-0.011	0	-0.016	-0.009
1	23	1	imag	-0.011	-0.022	0.001	-0.033	-0.018
1	24	1	real	-0.008	-0.027	0.001	-0.034	-0.015
1	24	1	imag	-0.001	-0.003	0	-0.004	-0.002
1	25	1	real	-0.006	-0.009	0	-0.016	-0.009
1	25	1	imag	0.011	0.016	0	0.028	0.016
1	26	1	real	-0.004	0.014	-0.002	0.009	-0.001
1	26	1	imag	-0.007	0.025	-0.003	0.016	-0.001
1	27	1	real	-0.086	-0.045	-0.01	-0.141	-0.081
1	27	1	imag	-0.034	-0.014	-0.004	-0.052	-0.032
1	28	1	real	-0.01	0.023	-0.005	0.008	0.006
1	28	1	imag	-0.031	0.07	-0.016	0.023	0.018
1	29	1	real	-0.072	0.377	-0.067	0.238	0.12
1	29	1	imag	0.043	-0.226	0.04	-0.143	-0.071
1	30	1	real	-0.001	-0.002	0	-0.003	-0.001
1	30	1	imag	-0.019	-0.021	-0.002	-0.041	-0.019
1	31	1	real	0.023	-0.018	0.008	0.013	0.012
1	31	1	imag	-0.051	0.04	-0.017	-0.027	-0.027
1	32	1	real	0.044	-0.035	0.015	0.024	0.026
1	32	1	imag	0.066	-0.052	0.022	0.036	0.039
