(0.994860024085+0j),(-0.0461090975999+0.0113988274917j),(0.0100239324134-0.00353634374776j),(0.0155379431853+0.00171468577171j),(-0.0026390879097-0.000314090314489j),(-0.00152408215822+0.00131018152594j),(-0.0114868411009+0.0009141645915j),(-0.00181430088059-0.000312171184079j),(0.00480823576879+0.00388484980499j),(-0.0022932030136+0.00301432863319j),(-0.00507119621645-0.0027574971401j),(-0.0158049672656-0.00895903056444j),(-0.0115175502714-3.85778007764e-05j),(0.00052355473998+0.00642763411863j),(0.00130122777362+0.00399675129431j),(0.00157754916221-0.00245308373164j),(0.0113745103245+0.0129622647542j),(0.00970985219877+0.0215619318126j),(-0.00206904823892-0.000474065525493j),(0.00424031719852-0.000169409500116j),(-0.00170749440117-0.00010962462197j),(-0.00287695960018+0.000504921730206j),(0.00383081416943-0.00174991906568j),(-0.000833144464564+0.000686013525937j),(0.000917786785415+0.00323823165804j),(0.00335344191407-0.00292877200935j),(0.00547362332158-0.00218453516964j),(-0.00105114243508-0.000630166313255j),(0.00070504779569+0.00168407569147j),(0.000757936652681+0.00359032758815j),(0.00208967381202-0.00151421903227j),(0.000273217733843+0.002958491053j),(0.00137647226733-0.00333493859538j),(0.000356772628475+0.000785651231114j),(-0.000772141756344-0.000286305148662j),(-0.0353669281527-0.00237617085318j),(-0.000628306732305-6.45057725848e-05j),(0.000929961365155+0.00056263074352j),(-0.0555022464617-0.00974685676126j),(0.00196539788254+0.000936319708553j),(-0.00881140268274+0.00138741518286j),(0.000341481494588+0.00328561486101j),(-0.00461095808886-0.0109980887224j),(-0.000818970145923+0.0056910387153j),(0.00975945617108-0.00339999227914j),(-0.000646974154447-3.16506490475e-05j),(-0.00287109057576-0.000283522102205j),(0.00552505748574+0.00208396410005j),(0.00642539949135-0.000110349318512j),(0.000445515657812+0.00164492149224j),(0.00299344899199+0.000228295668585j),(0.00202949817085+0.00019249848875j),(-0.00149183845045-0.00151815537244j),(-0.00288293124866-0.00041010570019j),(-0.000209079616007+0.000743421361107j),(0.000475377539838-0.000281005724162j),(0.00121666346564-0.000676778258044j),(-0.00276315647576+0.00163858633827j),(0.0112217689947+0.000935897102517j),(0.0170565747073+0.0120336539709j),(0.00130735744659-0.000891199237388j),(0.000871874645934+0.00140060678005j),(1.67118143462e-05+0.0018868132281j),(-0.00292490372041-0.000542988103089j),(0.00487695885872-0.00119127839402j),(0.000408689594186-0.00585849416516j),(-0.00179566551069+0.000153368257938j),(-0.00233458076808+0.00118300378963j),(-0.00167925134616+0.00214668456094j),(0.00356313481946+0.00178795270383j),(-0.000815286246575+0.00144045927175j),(-0.00108508577921-3.31416532959e-05j),(6.30775538675e-05+0.00105310423501j),(-0.0103212032145-0.00355652894482j),(0.00114835106656-0.000446136391443j),(-0.00383521964135-0.00317024163634j),(-0.00170231702288-0.00158715810706j),(0.000515214102612-0.00070331214186j),(0.00213850744354+0.000539186254018j),(0.00195855920452+0.00175141494648j),(-0.00352067540267+0.000526502932116j),(-0.00167924536312-0.0016810369386j),(-0.00134261223465-0.000538396410728j),(-0.00322125657684+0.00062854087716j),(0.00282351710174-0.00020962924553j),(0.00141194107854+0.000705030227147j),(-3.07626174128e-05+0.0016990768594j),(-0.00042345967315+0.001079309601j),(-0.00316105556332-0.00177417073803j),(0.00077472127032-0.001959042861j),(-0.00111298449877-9.08929550731e-05j),(-3.49364350001e-05+0.00144660042898j),(0.000511322868116-0.0012691889745j),(-0.000844707138173-0.000978279080732j),(0.000932055223081-0.000971849372865j),(0.000811892378426-3.87876302091e-06j),(0.000171338306888+0.000445012308807j),(9.51788178588e-05-0.000233891308745j),(5.33249957847e-05+0.000341194048853j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,
(0.0477462082802+0.0111387108386j),(0.997730603881+0j),(-0.00648356817532-7.95810737545e-05j),(-0.000623304011285+0.0025346093475j),(0.00761848308925+0.000359821003966j),(0.00113903929102-0.00119388404683j),(-0.00614642580325-0.000507267432364j),(0.00161599840949+0.000569477380381j),(0.000334839520679-0.000597367570921j),(0.00033496911394-0.00576303640201j),(0.00259666950142+0.00200023970313j),(0.0205717825199+0.0132450691879j),(0.0266042679567+0.000762209557047j),(0.0050403315348-0.00504795230662j),(0.00122331396105-0.00352499147847j),(-0.00420888516793+0.000793720684301j),(-0.00385122221202-0.00394149376257j),(-0.00104681302109-0.00534009864321j),(0.000556685773763+0.000302623827682j),(-7.62442508899e-05+0.000134971087428j),(-0.000448315190008+1.64452565773e-05j),(0.000247281891708-0.000349005009582j),(-0.00387507790674-0.000827454087679j),(-0.000563464114583-0.000216436075513j),(0.000970667551457-0.00220084271211j),(-0.00310766528514+0.00138392458625j),(-0.004866622447-0.000108130713706j),(-0.00179971290544+0.000521539427799j),(0.00237258681801-0.00263825324424j),(-0.00206840396394-0.00205147516847j),(-0.00192929664401+0.000415726755516j),(0.000748400405277-0.00110443054662j),(-0.0040402152419+0.000891941916852j),(0.0005623758166-2.64722756165e-05j),(-0.000713044368657-9.97209372072e-05j),(-0.00348766030657-0.00282045848498j),(0.000649382627785-8.25575342232e-05j),(-0.00037079304924+0.000119151514572j),(0.00149520331657-0.0039529517636j),(-0.000688060879032+5.41936189955e-05j),(-3.61404410232e-05-0.000291775808356j),(-0.00224453408932-0.000681391388325j),(-0.000677810182878-0.00117900354269j),(0.000564998949764+0.000461929524454j),(-0.00669784666501-0.000129627446787j),(0.000510237200995+0.000225144195932j),(0.00131152264944+0.000207419558903j),(-0.00484320816132-0.00152554457674j),(0.00210588811254+0.00151583501686j),(-0.00253326583515-0.00196283197972j),(-0.00149014498829+0.000690430892516j),(-0.00119927199256+0.000107691635853j),(0.000389150848891+0.000817120344794j),(0.00116534269085+0.000214397168622j),(0.000589019711306-0.000996953326904j),(-0.000357120645975+0.00076375726906j),(-0.000411926511093+0.000161202349764j),(0.00230763624152-0.00420693112677j),(-0.00551802035142+0.00182418495655j),(-0.00895271704048-0.0031258511433j),(0.000981832996675+0.000239815997406j),(-7.71911404156e-05+0.000483655691022j),(-0.00210519136412-0.000547500469777j),(0.00114494594499-0.0004484597191j),(-0.00194747657228+0.00125328056329j),(0.00115513398065+0.00271707294863j),(0.00122169100162+0.0005242598067j),(-0.000687476976756+2.34225096035e-05j),(-5.80809035007e-05-0.000966633917603j),(-0.00220514065604-3.29553190963e-05j),(9.32283790763e-05-0.00168998850425j),(0.00519625786396+0.000189893305743j),(0.0023653815362-0.000292188346452j),(-0.000933276984271+0.000457806238347j),(-0.00170589332443+0.000359810895626j),(-0.000806836913226+0.000383016559262j),(-0.0011251309134-3.49509914322e-05j),(2.09466787717e-05+0.000110948198607j),(-0.000357626969552+0.000302687631305j),(0.000552492529142-0.00139691821371j),(0.00182672594406-0.000568151352067j),(-0.000305038845612+0.000150480859485j),(0.000230147541135-0.000157178283674j),(-7.3088638403e-05+0.00032366973059j),(8.11504831298e-06+0.000423095408995j),(-0.000744045704857-0.000363385226973j),(-0.000622623192865-0.000677253249884j),(-4.24951649435e-05+0.000418429054295j),(-0.000206405168076+6.84803029959e-05j),(-0.00112189220921+0.000741753191433j),(0.000582620053382+0.000683395638223j),(0.000139745428857+6.6202493287e-05j),(-0.000654679403561+0.000127319321694j),(0.000919214160841+0.00059041451338j),(-0.000654934903839+0.00110080219807j),(-0.000480171899566-0.00038402170976j),(0.000197119395296+0.000115077335205j),(6.63598509987e-05+9.211425052e-05j),(-0.000300659766123+0.000126749787113j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,
(-0.00848784703033-0.00275821300321j),(0.00539898585098+2.49958300396e-05j),(0.976183175179+0j),(-0.00665891762291-0.00597250331239j),(0.212984431833-0.000356230602864j),(0.000419833592968+0.00110173092376j),(0.0149146350838-0.000108244534844j),(-0.000264411462535-0.000149339773424j),(-0.000611322613458+0.00907045533213j),(-0.0220579372782-0.00106541815791j),(-0.000421105194825-0.00214934287493j),(-0.00124935982562+0.00369105563567j),(0.00190526630692-0.00223923894648j),(0.00107581846506-0.00015184179516j),(2.88602547492e-05+0.000729801434982j),(-0.000950788369694-0.00123860667868j),(0.00462126294981+0.00354719729202j),(0.00435936587416+0.00548916126461j),(-0.000545128757474-0.000892072524164j),(0.00302386364818+0.000425621486335j),(-0.000890777289787-0.000474493102363j),(-0.00238533379534-0.000493428038902j),(0.000709878540881-0.000445067549727j),(-8.23576738249e-05-9.89443288172e-06j),(0.000558896551475-0.00410955824776j),(0.00145562882884+0.000199764798625j),(-0.000340644358473+0.000293591493646j),(0.000716471009902+0.00140170963908j),(-0.00132381810803+0.000176390903731j),(-0.000487082253148+0.00168774582079j),(-0.000666964470568-0.000737741950581j),(-0.000207795196861-0.000735508829735j),(-3.40175942754e-05+0.000438070850066j),(-0.000242828471638+2.70179584139e-05j),(-0.000429639068121-0.000483934969588j),(0.00820523399206+0.00687038403357j),(1.00283020843e-05-0.000185377167551j),(0.0002092475947+0.000201702132797j),(0.0107457848654+0.00683040938968j),(0.00119957498271+0.000454248327449j),(-0.00328674138098+0.00128657630795j),(0.00240474190866+0.00215856620825j),(-0.00338605613739-0.00638639154322j),(-0.00211525213594+0.0023608485642j),(-0.00501038961883-0.00157770131446j),(7.73051211085e-06+0.000198612153449j),(-0.000880577657853+7.80607019759e-05j),(-0.00203765568536+0.000123516099087j),(0.000784393500124-0.00140015606193j),(0.00462557445782+0.00129731459446j),(0.001296825407+0.000619683250186j),(0.000617326427705-6.33644418765e-05j),(-0.00115123128619-0.000641441966863j),(-0.000430633393353-0.000313376563005j),(0.000336728529641-0.000301405934903j),(-9.31187110819e-05+0.000192921589059j),(0.00064784811973-0.000443707051594j),(0.000876156957286-0.000156820936807j),(0.00341302592459-0.00178875905603j),(0.00560564193123+0.00161082280157j),(0.00138173291099-5.43714934921e-05j),(0.000893190158544+0.000909266573479j),(-0.000777308774217+0.000543440565952j),(-0.00105771489143+6.89262486191e-05j),(0.00311057895043-0.000973836189008j),(-0.00125670510809-0.00169162776664j),(-0.000317243859631+0.000490785723713j),(-0.00142150394138+0.000804769952515j),(-0.00175636861495+0.000313619420595j),(0.00371306333012-0.000103872039152j),(-0.000359294325399+0.00129471113502j),(-0.000105339980474-0.000756255137963j),(6.11865093321e-05+0.000260722171097j),(-0.00353363918709-0.000698100020919j),(0.00114690071826-0.000240634441149j),(-0.00046247427836+2.71857717774e-05j),(0.00111364853437+0.000892004646704j),(0.000247056021667-0.000500498634645j),(0.000890917364116+5.76071125863e-05j),(0.00140163754886+0.00207478352418j),(-0.00157739440845+0.000507680404061j),(-0.0004301296728-0.000518352056498j),(-0.000839686618295-0.000117627426457j),(-0.000882566629332+0.000249654165475j),(0.000818549263639-0.000262141779391j),(0.00115293684605+0.00026848958695j),(0.000214217282412+0.000850279243633j),(6.76147576287e-05+0.000372455706973j),(-0.00114320211278-0.000402208980842j),(0.000751567686604-0.000998698547595j),(-0.000332568345267-0.000288310867729j),(-0.000247746793602-0.000141842503003j),(0.000439799850439-0.000636590104343j),(-0.000285484361726+2.58969318735e-05j),(6.12365089204e-05-0.00104202733259j),(0.000625832221989-0.000205904977385j),(-0.000189754589177+0.000124700227395j),(-9.89242052583e-05-0.000321766810322j),(0.000402866507811+0.000435021127694j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,
(-0.0102483398687+0.00128588077229j),(0.000963802330475+0.00143701478245j),(0.00589358438288-0.00313933652071j),(0.994857959171+0j),(-0.0039759989279-0.01238177737j),(0.00817105931599+0.00109796382718j),(0.00575683272377+0.00635465104542j),(-3.53020346617e-05+0.000954287483071j),(0.00326245207452+0.00790532059978j),(-0.00811173918794-0.0251426245794j),(0.00472027696987+0.00125493552106j),(0.00143810591127+0.00841144600511j),(0.00497284245001+0.0214802847779j),(0.00238235417512+0.00328963380337j),(0.00198776656932+0.00237592826702j),(-9.98213070955e-05+8.25842768505e-05j),(0.0030395044839+0.00205696443234j),(0.00597932029865+0.0064553954314j),(-0.000360863541284-1.24963776793e-06j),(8.10270015464e-05+6.65810851374e-05j),(-7.26185709832e-05-2.371660161e-05j),(-1.75989206987e-05-4.72217589381e-05j),(0.000335865839845-0.00146565738254j),(-1.55662908689e-07-2.52558643656e-07j),(-3.07396609372e-05+0.00272303109106j),(0.00753386751955-0.00161404419097j),(-0.00338408586361-0.00294834453635j),(0.00173627699033-0.00257682632862j),(-0.0339164724857-0.00275216519088j),(-0.00246226681944-0.00618267089014j),(0.00128649054331-0.00150812647798j),(0.000348077562911-0.00209143900634j),(-0.000409395532119-0.00284245007105j),(0.000959157232463+0.00126899047337j),(-0.000109518274739-0.000137410929289j),(0.0588911192595-0.00327751192174j),(-4.85993501593e-06-3.58477402002e-05j),(-0.000112744678713+2.6342640089e-05j),(0.056280816746+0.000276561646906j),(-0.000201666570439-0.000216390450531j),(0.00119651506751-0.00498266301606j),(0.00621453513582+0.000656848498576j),(0.00191399863198-0.0030391177637j),(-0.00191144298769+2.75733479237e-05j),(-0.0100297995505+0.0066625953911j),(1.38465447488e-05-2.65523979013e-05j),(0.000147294803584-7.80688303499e-05j),(-0.00357910380465+0.00276002851627j),(-0.00399428470548-0.00176586066809j),(0.00231691280429+0.000164348543292j),(-1.94447492467e-05+0.000136502779518j),(-8.65246362446e-05+1.63083790808e-05j),(-0.00161928794501+0.00176117999843j),(-0.000680846203862-0.00115648306333j),(0.00105590211885-0.00394784563899j),(-8.72196136288e-05-6.8210149244e-06j),(-0.000146802537236-9.35618268999e-05j),(-0.00628029117497-0.00230542502344j),(-0.000455668725486-0.000197905262461j),(0.000320446051252-0.000805234068941j),(0.000168582849309+6.77725791989e-05j),(-5.5664190801e-05-5.28365170042e-05j),(0.000102434969515+9.39379727953e-05j),(-0.000166526300669-0.000196874651728j),(0.000106243484435-0.000294849180942j),(-0.000615975631256+0.000146455127551j),(9.79681118849e-05-0.000150235484492j),(0.000161422054738+2.86040842713e-05j),(-0.000623272085361-0.000257064667124j),(0.000546957199904+0.000223021866358j),(-0.000226752051841-0.000248077622543j),(-0.000211522823665-9.46486310833e-05j),(0.000408610604366+6.74911068799e-05j),(-0.000894344289843-0.000147221462315j),(-0.000130498849854+0.00024318863862j),(-0.000277306724876+0.000126384463837j),(0.000101636454903-0.000114192481119j),(-0.000430718010205-3.4292884379e-05j),(0.000168672825728+9.96926140357e-05j),(-1.63162249439e-05-0.000335196518793j),(0.000290724669221-0.000681150897745j),(-0.000267392064094-5.65840865196e-05j),(-0.000196648867492-0.000343483470069j),(-1.64846569726e-05+5.48600915202e-05j),(-0.000752991325441-0.000628590287839j),(-0.000211455960214-4.25430494497e-06j),(0.000135413540143-8.47101072296e-05j),(6.30562127641e-05+0.000164415754346j),(-0.000174903432162-4.57690399453e-05j),(8.42022601235e-05-0.000191493823631j),(-0.000343948206773-0.000573423304663j),(0.000205870016345-3.48472515094e-05j),(1.19973506219e-06+2.08930151004e-05j),(0.000996659849762+0.000719566848362j),(-0.000637700392609-0.000916780804079j),(0.000658355013547-0.000317910507676j),(4.31599699121e-06+1.05212035026e-05j),(-2.27406855631e-05-0.000451017319683j),(0.000629431163657+0.00161804304954j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,
(0.00389566031029+0.000502191297201j),(-0.00967746802705+0.000239972590063j),(-0.212405543278-0.00034093889655j),(0.00495890020763-0.00984450726537j),(0.974773373749+0j),(-0.00503509726635-0.00216911757833j),(-0.000385788925997-0.000531094489077j),(-0.000275460689461+0.00047623900218j),(0.00330312902274-0.00868055057563j),(0.011588204823-0.00472865974297j),(-0.0055464104447+0.000886043535865j),(0.015562855332+0.00510273988157j),(0.00668586968705-0.000697637054261j),(0.00698198326067-0.00114230292917j),(0.00206677638826+3.9741525254e-05j),(0.00167450763405-0.00109746284121j),(0.00633005680204-0.000792649303337j),(0.013417232656+0.00104042955276j),(0.000250639376779+0.000483148898849j),(0.00302106851988+0.000724047053013j),(-0.000370000923151-0.000475690418815j),(-0.00277256972325-0.000660383481365j),(-0.00332392873284-0.00394648778793j),(0.000741843778845-0.000229363923117j),(0.00176230659902+0.00052489184741j),(-0.0127674233541-0.00599955864389j),(-0.019838858138-0.00580046569908j),(-0.00711496625031-0.000289701586072j),(-0.0119581964677+0.0020401623242j),(-0.0400456231735-0.00188919480416j),(-0.00455567961783-0.00789228791384j),(-0.00497916998451-0.00556073410778j),(-0.0176768111483-0.000870522873692j),(0.000345615137002+0.00750125267521j),(4.38448467181e-05-0.000474964600137j),(-0.0040803629219-0.00944170905098j),(9.01206006615e-05-0.000119175542481j),(0.000225685606934+8.1012972349e-05j),(-0.00291447977199-0.00623322002871j),(0.00157097310436+0.000166216186355j),(0.00396370894128-0.000573346557233j),(0.00371605074055+8.18754197265e-05j),(-0.00139308626359-0.00203566011393j),(-0.00148029814487+0.0019967309403j),(0.00195281400031+0.002401233597j),(-0.00105075235978-0.000137516634808j),(-0.000984943324038+0.000224216464691j),(0.00432848169539+0.00108165133934j),(-0.00140389706528-0.00116507456986j),(0.0052906283159+0.000657867078642j),(-0.00169038078674+4.07179443125e-05j),(0.00114527819747+0.000513038435842j),(-0.000493908035734-0.00114779659341j),(0.00116759892863-0.000748183076382j),(4.04855539818e-05+0.000830088707978j),(0.00041546915885+0.000229631823258j),(0.000819675171129-8.7541990946e-05j),(0.00816013158764+0.00121247208703j),(0.00430458403491-0.00453485299097j),(0.00689250523277+0.00198505771839j),(0.000773780437479-0.000436929026301j),(0.00184016785812+0.000209222846209j),(0.000383902892499+0.000130836851996j),(-0.000137678170095+0.000778748699972j),(0.00519533139501-0.00118243154493j),(-0.00208016455443-0.00156978678325j),(-0.00070573328944+0.000237799090898j),(-0.000299540561873+2.67024291972e-05j),(-0.000675832701866+0.000935988739929j),(0.00319320398756-0.00155934148798j),(0.000793978105983+0.0026017668888j),(-0.00576083591256-0.000650485811136j),(-0.00286720012965+0.000421563534497j),(0.000483598948636+9.4821741114e-06j),(0.00194336583382-0.000117084055714j),(0.00202244599993+0.000878698224212j),(0.0020807236987-8.20254726527e-05j),(0.000906847676835-6.11499061169e-05j),(0.000472874768029-0.000315635381842j),(-0.00178040278714+0.0014903077627j),(-0.00165432972367+0.00144018201842j),(0.0003147195249+8.39153678417e-06j),(0.000121039104372+0.000573662993676j),(-8.22385330049e-05-0.000357239066272j),(-0.000437469960571-0.0011420221125j),(0.0015891854368+0.000619795075516j),(0.00114916495554+0.000353711054055j),(0.000151737510637-0.000259343328553j),(0.000311654962175+2.97894696447e-05j),(0.00253819751961-0.000248201094292j),(-0.000268633194027-0.000831016688532j),(-0.000430832827831-0.0004218080322j),(0.0013688804308-0.000111749757594j),(-0.00169398271618-0.000361764422216j),(0.00139276138468-0.00130053241748j),(0.000682655605518+0.000773482064019j),(-0.000159783126184-6.97745254777e-05j),(4.16729119927e-05-7.42290962691e-05j),(-0.000396960098063-0.000303194565511j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,
(0.000438051409949+0.000497150699042j),(-0.000304177237631-0.000233199915523j),(-0.000699307060159+0.000513045364497j),(-0.00606236778543+0.000319563220571j),(0.00356244458729-0.00104250888068j),(0.992464846361+0j),(-0.016722381126+0.0275684111343j),(-0.000893216039056-0.00302624028177j),(-0.00810278810574-0.00624578304639j),(-0.00249360994772-0.013080655937j),(0.00774036942365+4.85215335274e-05j),(0.00457875438908-0.0247449621859j),(-0.0383556262577-0.0113234032712j),(-0.0128545544539-9.50276576292e-05j),(-0.00663573576084+0.00176779624248j),(-0.000751129815158-0.000999016300924j),(-0.000695369965222+0.00295003349963j),(0.000241056017018-0.00351876066779j),(-0.000624671512485-0.000836440423439j),(0.000211520799257+0.000282414964872j),(-0.000445416882587-0.000213512940174j),(0.000194589756244-0.000226762490374j),(0.000683833899828+0.00197465482108j),(-0.000239074565956-0.000204860788347j),(-0.00577407235871+0.00137915023466j),(-0.00156767485016-0.00247950921238j),(-0.0016346272049+0.000990779979492j),(0.00163409444366+0.000564715345103j),(0.00273413548892+0.00250376368157j),(-0.0176607034492-0.00212792094191j),(0.000142852064717-0.00184134315563j),(-0.00365042422303-0.00284661376306j),(-0.000782876141167+0.00172043423066j),(-0.00327939331336+0.00198680929147j),(-0.000624908012895+1.25613006725e-05j),(-0.0134314128567-0.00423007148851j),(0.000137930397246-3.22140929438e-05j),(-0.000285788374215+8.19398158951e-05j),(-0.00436936955248-0.000926240683997j),(-0.000497310205807-9.10715737326e-05j),(-0.00138144275012-0.00153210020934j),(0.00021387422273-0.000660329749568j),(-0.00352769548119-0.00217073789616j),(0.000989520697283+0.00395835611057j),(0.00452573961346+0.00408815352585j),(-0.000953620148861+8.37591104964e-06j),(-0.000234304354359-0.000279693404375j),(0.00365490288418+0.00276673801055j),(0.00359262762014-0.00155801375542j),(0.00162967937837+0.000941052468349j),(0.000209992066106+0.000679643318554j),(8.32623922602e-05+0.000164622605979j),(6.26881560932e-06-0.00369956754044j),(0.016869206916-0.00212570808288j),(0.0104005700301+0.00736648551199j),(-0.000452016524553-0.000279539721825j),(-0.00034949523954-0.000530075179956j),(0.0979856391132+0.00298054502685j),(-0.0010540326001-2.94630446872e-05j),(-0.000580825606538+0.00987190037351j),(0.000823895756119-0.000177773587569j),(-0.000370656374957-8.80904183253e-05j),(-5.31523272997e-05+0.0004026669587j),(0.00589778782971-0.00244511023112j),(-7.70556365623e-06+0.0003959169376j),(0.0030075348663+0.000362450876837j),(-0.000274272743212-0.000463437660194j),(8.57630660193e-05+0.000297037874333j),(0.00244536374918-0.00181488450307j),(-0.00121320522298+0.00179618854396j),(0.000212326751738+0.000346514140683j),(-0.000462296861031-0.00148275681694j),(0.00134081357419-0.000765755081922j),(0.00475488984723+0.000388705299563j),(-0.00156831588895-0.00113834093627j),(0.00092908137359+0.00183745525766j),(0.00398061709734-0.000118937330519j),(0.00401228682967+0.00031714872664j),(-0.000430642604789+0.000631748488361j),(-0.00165232543065-0.000622632387594j),(0.000222517736096-0.000287792401275j),(0.00180982568825+0.000225999402776j),(0.00056639958596-0.000919836092147j),(-0.000444962087026-0.000589726302878j),(0.000656185112879-0.00144975034982j),(7.43421236164e-05+0.000514020206162j),(2.47054444561e-05+0.00110561277018j),(-0.00131986454569-0.00125431708282j),(0.000611175947022-0.000641473374623j),(0.00133034168583-7.90346818478e-05j),(-0.000644463775029-0.00112032353246j),(-2.35686522387e-05-0.000364166809559j),(0.000343599499107+0.000815402631062j),(-0.000443986371274-0.000678171067954j),(0.000437689344772-0.00135445228844j),(0.000587456507688+0.000751364480433j),(5.18765433201e-05-0.000160727160972j),(-0.000431253999366-0.00050943622072j),(0.000364449698089+0.00145469409213j),0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,0j,
