   1   1  1 -20.545 -26.197
   2   1  1 -20.138 -26.068
   3   1  1 -17.815 -22.909
   4   1  1 -15.711 -20.403
   5   1  1 -14.966 -19.331
   6   1  1 -12.631 -16.300
   7   1  1 -12.114 -15.534
   8   1  1 -10.981 -13.425
   9   1  1 -10.428 -13.252
  10   1  1 -10.381 -13.169
  11   1  1  -9.939 -12.127
  12   1  1  -9.852 -11.973
  13   1  1  -9.840 -11.956
  14   1  1  -9.698 -12.188
  15   1  1  -9.477 -11.489
  16   1  1  -9.463 -11.468
  17   1  1  -9.348 -12.086
  18   1  1  -8.827 -10.689
  19   1  1  -8.794 -10.644
  20   1  1  -8.459 -10.251
  21   1  1  -8.431 -10.200
  22   1  1  -8.422 -10.176
  23   1  1  -8.358 -10.042
  24   1  1  -8.347 -10.030
  25   1  1  -8.342 -10.023
  26   1  1  -8.333 -10.010
  27   1  1  -7.946 -10.346
  28   1  1  -7.656  -9.563
  29   1  1  -7.608  -9.359
  30   1  1  -7.382  -9.372
  31   1  1  -7.336  -8.771
  32   1  1  -7.309  -8.745
  33   1  1  -7.307  -8.732
  34   1  1  -7.297  -8.723
  35   1  1  -7.278  -8.774
  36   1  1  -7.259  -8.784
  37   1  1  -6.956  -8.363
  38   1  1  -6.920  -8.288
  39   1  1  -6.834  -8.521
  40   1  1  -6.500  -7.641
  41   1  1  -6.494  -7.657
  42   1  1  -6.437  -7.840
  43   1  1  -6.209  -7.572
  44   1  1  -5.878  -6.968
  45   1  1  -5.832  -6.880
  46   1  1  -5.806  -6.847
  47   1  1  -5.799  -6.837
  48   1  1  -5.544  -7.050
  49   1  1  -5.500  -6.406
  50   1  1  -5.472  -6.362
  51   1  1  -5.298  -6.229
  52   1  1  -5.149  -6.031
  53   1  1  -5.065  -5.788
  54   1  1  -5.056  -5.778
  55   1  1  -5.049  -5.768
  56   1  1  -5.025  -5.744
  57   1  1  -5.016  -5.726
  58   1  1  -5.012  -5.724
  59   1  1  -4.873  -5.696
  60   1  1  -4.797  -5.579
  61   1  1  -4.587  -5.684
  62   1  1  -4.183  -4.793
  63   1  1  -4.068  -4.563
  64   1  1  -4.052  -4.543
  65   1  1  -4.046  -4.516
  66   1  1  -4.037  -4.518
  67   1  1  -4.026  -4.501
  68   1  1  -4.025  -4.479
  69   1  1  -4.010  -4.513
  70   1  1  -3.974  -4.376
  71   1  1  -3.963  -4.368
  72   1  1  -3.945  -4.357
  73   1  1  -3.930  -4.327
  74   1  1  -3.864  -4.342
  75   1  1  -3.733  -4.194
  76   1  1  -3.703  -4.152
  77   1  1  -3.692  -4.165
  78   1  1  -3.682  -4.127
  79   1  1  -3.565  -4.353
  80   1  1  -3.104  -3.364
  81   1  1  -2.997  -3.182
  82   1  1  -2.969  -3.137
  83   1  1  -2.947  -3.121
  84   1  1  -2.935  -3.080
  85   1  1  -2.779  -2.934
  86   1  1  -2.765  -2.914
  87   1  1  -2.718  -2.875
  88   1  1  -2.678  -2.851
  89   1  1  -2.436  -2.545
  90   1  1  -2.388  -2.466
  91   1  1  -2.263  -2.276
  92   1  1  -2.232  -2.214
  93   1  1  -2.222  -2.192
  94   1  1  -2.153  -2.365
  95   1  1  -2.053  -2.005
  96   1  1  -2.013  -1.981
  97   1  1  -1.800  -1.661
  98   1  1  -1.759  -1.599
  99   1  1  -1.564  -1.396
 100   1  1  -1.430  -1.223
 101   1  1  -1.315  -1.075
 102   1  1  -1.264  -1.014
 103   1  1  -1.225  -0.892
 104   1  1  -1.210  -0.863
 105   1  1  -1.116  -0.741
 106   1  1  -1.098  -0.751
 107   1  1  -1.076  -0.775
 108   1  1  -0.834  -0.363
 109   1  1  -0.831  -0.358
 110   1  1  -0.702  -0.256
 111   1  1  -0.653  -0.146
 112   1  1  -0.604  -0.124
 113   1  1  -0.564  -0.094
 114   1  1  -0.536  -0.047
 115   1  1  -0.414   0.105
 116   1  1  -0.326   0.251
 117   1  1  -0.273   0.319
 118   1  1  -0.259   0.342
 119   1  1  -0.252   0.350
 120   1  1  -0.239   0.382
 121   1  1   0.040   0.690
 122   1  1   0.123   0.839
 123   1  1   0.171   0.936
 124   1  1   0.207   0.957
 125   1  1   0.244   0.971
 126   1  1   0.281   1.096
 127   1  1   0.322   1.145
 128   1  1   0.334   1.121
 129   1  1   0.340   1.149
 130   1  1   0.385   1.226
 131   1  1   0.402   1.223
 132   1  1   0.535   1.340
 133   1  1   0.641   1.511
 134   1  1   0.747   1.624
 135   1  1   0.792   1.679
 136   1  1   0.846   1.771
 137   1  1   0.864   1.795
 138   1  1   0.949   1.892
 139   1  1   1.190   2.224
 140   1  1   1.210   2.266
 141   1  1   1.285   2.333
 142   1  1   1.307   2.376
 143   1  1   1.408   3.143
 144   1  1   1.449   2.894
 145   1  1   1.505   3.189
 146   1  1   1.527   2.680
 147   1  1   1.578   2.746
 148   1  1   1.613   2.691
 149   1  1   1.644   2.795
 150   1  1   1.678   2.817
 151   1  1   1.721   2.849
 152   1  1   1.767   2.941
 153   1  1   1.775   2.912
 154   1  1   1.803   2.946
 155   1  1   1.830   3.161
 156   1  1   1.981   3.489
 157   1  1   2.028   3.251
 158   1  1   2.054   3.309
 159   1  1   2.083   3.361
 160   1  1   2.112   3.389
 161   1  1   2.125   3.386
 162   1  1   2.145   3.451
 163   1  1   2.160   3.522
 164   1  1   2.192   3.679
 165   1  1   2.435   3.560
 166   1  1   2.557   3.877
 167   1  1   2.592   3.643
 168   1  1   2.685   3.773
 169   1  1   2.720   4.156
 170   1  1   2.733   4.203
 171   1  1   2.738   4.210
 172   1  1   2.762   4.234
 173   1  1   2.888   4.340
 174   1  1   2.952   4.276
 175   1  1   3.080   4.492
 176   1  1   3.088   4.519
 177   1  1   3.122   4.615
 178   1  1   3.144   4.679
 179   1  1   3.162   4.643
 180   1  1   3.166   4.679
