   1   1  1 -20.545 -26.073
   2   1  1 -20.138 -25.952
   3   1  1 -17.815 -22.784
   4   1  1 -15.711 -20.277
   5   1  1 -14.966 -19.200
   6   1  1 -12.631 -16.167
   7   1  1 -12.114 -15.398
   8   1  1 -10.981 -13.174
   9   1  1 -10.428 -13.114
  10   1  1 -10.381 -13.033
  11   1  1  -9.939 -11.869
  12   1  1  -9.852 -11.720
  13   1  1  -9.840 -11.702
  14   1  1  -9.698 -12.042
  15   1  1  -9.477 -11.235
  16   1  1  -9.463 -11.214
  17   1  1  -9.348 -11.944
  18   1  1  -8.827 -10.427
  19   1  1  -8.794 -10.381
  20   1  1  -8.459  -9.987
  21   1  1  -8.431  -9.935
  22   1  1  -8.422  -9.911
  23   1  1  -8.358  -9.784
  24   1  1  -8.347  -9.772
  25   1  1  -8.342  -9.765
  26   1  1  -8.333  -9.752
  27   1  1  -7.946 -10.204
  28   1  1  -7.656  -9.414
  29   1  1  -7.608  -9.142
  30   1  1  -7.382  -9.225
  31   1  1  -7.336  -8.505
  32   1  1  -7.309  -8.480
  33   1  1  -7.307  -8.466
  34   1  1  -7.297  -8.457
  35   1  1  -7.278  -8.516
  36   1  1  -7.259  -8.538
  37   1  1  -6.956  -8.104
  38   1  1  -6.920  -8.019
  39   1  1  -6.834  -8.362
  40   1  1  -6.500  -7.380
  41   1  1  -6.494  -7.399
  42   1  1  -6.437  -7.604
  43   1  1  -6.209  -7.348
  44   1  1  -5.878  -6.706
  45   1  1  -5.832  -6.609
  46   1  1  -5.806  -6.577
  47   1  1  -5.799  -6.567
  48   1  1  -5.544  -6.900
  49   1  1  -5.500  -6.136
  50   1  1  -5.472  -6.092
  51   1  1  -5.298  -5.962
  52   1  1  -5.149  -5.760
  53   1  1  -5.065  -5.525
  54   1  1  -5.056  -5.515
  55   1  1  -5.049  -5.505
  56   1  1  -5.025  -5.480
  57   1  1  -5.016  -5.462
  58   1  1  -5.012  -5.460
  59   1  1  -4.873  -5.428
  60   1  1  -4.797  -5.306
  61   1  1  -4.587  -5.475
  62   1  1  -4.183  -4.529
  63   1  1  -4.068  -4.290
  64   1  1  -4.052  -4.273
  65   1  1  -4.046  -4.243
  66   1  1  -4.037  -4.246
  67   1  1  -4.026  -4.229
  68   1  1  -4.025  -4.206
  69   1  1  -4.010  -4.242
  70   1  1  -3.974  -4.115
  71   1  1  -3.963  -4.106
  72   1  1  -3.945  -4.094
  73   1  1  -3.930  -4.064
  74   1  1  -3.864  -4.072
  75   1  1  -3.733  -3.922
  76   1  1  -3.703  -3.879
  77   1  1  -3.692  -3.892
  78   1  1  -3.682  -3.854
  79   1  1  -3.565  -4.188
  80   1  1  -3.104  -3.093
  81   1  1  -2.997  -2.908
  82   1  1  -2.969  -2.866
  83   1  1  -2.947  -2.849
  84   1  1  -2.935  -2.808
  85   1  1  -2.779  -2.662
  86   1  1  -2.765  -2.643
  87   1  1  -2.718  -2.603
  88   1  1  -2.678  -2.578
  89   1  1  -2.436  -2.276
  90   1  1  -2.388  -2.194
  91   1  1  -2.263  -2.009
  92   1  1  -2.232  -1.943
  93   1  1  -2.222  -1.920
  94   1  1  -2.153  -2.148
  94   1  1  -2.153  -2.148
  95   1  1  -2.053  -1.735
  96   1  1  -2.013  -1.720
  97   1  1  -1.800  -1.392
  98   1  1  -1.759  -1.330
  99   1  1  -1.564  -1.131
 100   1  1  -1.430  -0.954
 101   1  1  -1.315  -0.806
 102   1  1  -1.264  -0.746
 103   1  1  -1.225  -0.627
 104   1  1  -1.210  -0.598
 105   1  1  -1.116  -0.479
 106   1  1  -1.098  -0.487
 107   1  1  -1.076  -0.509
 108   1  1  -0.834  -0.104
 109   1  1  -0.831  -0.099
 110   1  1  -0.702   0.006
 111   1  1  -0.653   0.113
 112   1  1  -0.604   0.139
 113   1  1  -0.564   0.171
 114   1  1  -0.536   0.216
 115   1  1  -0.414   0.368
 116   1  1  -0.326   0.512
 117   1  1  -0.273   0.579
 118   1  1  -0.259   0.603
 119   1  1  -0.252   0.611
 120   1  1  -0.239   0.625
 121   1  1   0.040   0.922
 122   1  1   0.123   1.077
 123   1  1   0.171   1.176
 124   1  1   0.207   1.194
 125   1  1   0.244   1.201
 126   1  1   0.281   1.329
 127   1  1   0.322   1.377
 128   1  1   0.334   1.351
 129   1  1   0.340   1.380
 130   1  1   0.385   1.461
 131   1  1   0.402   1.457
 132   1  1   0.535   1.567
 133   1  1   0.641   1.736
 134   1  1   0.747   1.851
 135   1  1   0.792   1.899
 136   1  1   0.846   2.000
 137   1  1   0.864   2.023
 138   1  1   0.949   2.119
 139   1  1   1.190   2.446
 140   1  1   1.210   2.484
 141   1  1   1.285   2.553
 142   1  1   1.307   2.596
 143   1  1   1.408   3.336
 144   1  1   1.449   3.103
 145   1  1   1.505   3.385
 146   1  1   1.527   2.903
 147   1  1   1.578   2.965
 148   1  1   1.613   2.890
 149   1  1   1.644   3.007
 150   1  1   1.678   3.029
 151   1  1   1.721   3.061
 152   1  1   1.767   3.153
 153   1  1   1.775   3.124
 154   1  1   1.803   3.157
 155   1  1   1.830   3.356
 156   1  1   1.981   3.619
 157   1  1   2.028   3.457
 158   1  1   2.054   3.516
 159   1  1   2.083   3.539
 160   1  1   2.112   3.570
 161   1  1   2.125   3.594
 162   1  1   2.145   3.660
 163   1  1   2.160   3.730
 164   1  1   2.192   3.870
 165   1  1   2.435   3.720
 166   1  1   2.557   4.077
 167   1  1   2.592   3.780
 168   1  1   2.685   3.923
 169   1  1   2.720   4.359
 170   1  1   2.733   4.410
 171   1  1   2.738   4.418
 172   1  1   2.762   4.439
 173   1  1   2.888   4.543
 174   1  1   2.952   4.457
 175   1  1   3.080   4.675
 176   1  1   3.088   4.711
 177   1  1   3.122   4.812
 178   1  1   3.144   4.880
 179   1  1   3.162   4.838
 180   1  1   3.166   4.877
