# nkptgw: 4 neig: 272
# E(DFT) pulse
-3.61563438 1.0 
-3.56570338 1.0 
-3.55701638 1.0 
-3.47526538 1.0 
-3.40349838 1.0 
-3.38559138 1.0 
-3.29513138 1.0 
-3.28833438 1.0 
-3.19564238 1.0 
-3.14309738 1.0 
-3.10601638 1.0 
-3.10601238 1.0 
-3.04427938 1.0 
-3.02033438 1.0 
-2.89136038 1.0 
-2.87703738 1.0 
-2.84115738 1.0 
-2.81388838 1.0 
-2.79499738 1.0 
-2.77309738 1.0 
-2.76868938 1.0 
-2.75457838 1.0 
-2.73737438 1.0 
-2.71272238 1.0 
-2.59268938 1.0 
-2.57665938 1.0 
-2.37763638 1.0 
-2.31644538 1.0 
-2.29398638 1.0 
-2.26717538 1.0 
-2.14144638 1.0 
-2.11039838 1.0 
-2.07014638 1.0 
-2.06295038 1.0 
-2.05272838 1.0 
-2.05247238 1.0 
-1.98249638 1.0 
-1.96813738 1.0 
-1.93519938 1.0 
-1.86011238 1.0 
-1.81992838 1.0 
-1.77003238 1.0 
-1.67690238 1.0 
-1.57593338 1.0 
-1.55128238 1.0 
-1.49620838 1.0 
-1.47326038 1.0 
-1.46152838 1.0 
-1.41147438 1.0 
-1.36899238 1.0 
-1.36085538 1.0 
-1.31770938 1.0 
-1.29029438 1.0 
-1.28141338 1.0 
-1.21449638 1.0 
-1.04918138 1.0 
-1.02996338 1.0 
-1.01082238 1.0 
-0.95706238 1.0 
-0.88545338 1.0 
-0.88276538 1.0 
-0.85260738 1.0 
-0.81222738 1.0 
-0.76543338 1.0 
-0.76170038 1.0 
-0.66600038 1.0 
-0.65285038 1.0 
-0.61793438 1.0 
-0.60642138 1.0 
-0.56896638 1.0 
-0.51320938 1.0 
-0.48044038 1.0 
-0.48043038 1.0 
-0.47797438 1.0 
-0.47245938 1.0 
-0.37211638 1.0 
-0.33834438 1.0 
-0.27484538 1.0 
-0.20542638 1.0 
-0.17314238 1.0 
-0.16199938 1.0 
-0.14790838 1.0 
-0.04583638 1.0 
-0.03426838 1.0 
-0.01533038 1.0 
0.05105262 1.0 
0.05917662 1.0 
0.06838162 1.0 
0.16756562 1.0 
0.16819462 1.0 
0.18863162 1.0 
0.21542762 1.0 
0.37872762 1.0 
0.39458662 1.0 
0.40812762 1.0 
0.40892362 1.0 
0.43404562 1.0 
0.49886462 1.0 
0.50390762 1.0 
0.52662062 1.0 
0.57486662 1.0 
0.64895262 1.0 
0.67188462 1.0 
0.68515262 1.0 
0.72642562 1.0 
0.76677362 1.0 
0.77091862 1.0 
0.81237462 1.0 
0.85449362 1.0 
0.91972162 1.0 
0.93405362 1.0 
0.95677062 1.0 
1.06048362 1.0 
1.06797662 1.0 
1.08579262 1.0 
1.10205862 1.0 
1.15931862 1.0 
1.16891262 1.0 
1.17980462 1.0 
1.24399262 1.0 
1.25458862 1.0 
1.28400962 1.0 
1.34111162 1.0 
1.37758962 1.0 
1.47522862 1.0 
1.49652662 1.0 
1.52377362 1.0 
1.52501262 1.0 
1.54712262 1.0 
1.54956862 1.0 
1.61677162 1.0 
1.63327662 1.0 
1.64766562 1.0 
1.67086762 1.0 
1.67261262 1.0 
1.80259662 1.0 
1.83085762 1.0 
1.84838062 1.0 
1.85726262 1.0 
1.95479562 1.0 
1.97626662 1.0 
1.97809062 1.0 
2.00324662 1.0 
2.01647262 1.0 
2.02508962 1.0 
2.03203662 1.0 
2.04272162 1.0 
2.13619062 1.0 
2.13780562 1.0 
2.15745162 1.0 
2.23800562 1.0 
2.25464962 1.0 
2.28086162 1.0 
2.44727962 1.0 
2.48294862 1.0 
2.49349962 1.0 
2.49720062 1.0 
2.51795062 1.0 
2.53718062 1.0 
2.55424662 1.0 
2.56140962 1.0 
2.56776662 1.0 
2.58611862 1.0 
2.69648662 1.0 
2.73769162 1.0 
2.88230462 1.0 
