#  3.65950067573  eV
1 0j
2 0j
3 0j
4 0j
5 0j
6 0j
7 0j
8 0j
9 0j
10 0j
11 0j
12 0j
13 0j
14 0j
15 0j
16 0j
17 0j
18 0j
19 0j
20 0j
21 0j
22 0j
23 0j
24 0j
25 0j
26 0j
27 0j
28 0j
29 0j
30 0j
31 (-1.33033825797e-07-2.28950433704e-18j)
32 (1.59968123047e-07-5.14940019945e-18j)
33 (-9.34216323407e-08-3.50585872868e-17j)
34 (-2.4042649126e-07+2.77783928129e-18j)
35 (5.31821194222e-08-4.99287422576e-18j)
36 (-2.65868744114e-08-3.89824612819e-18j)
37 (1.44534245298e-06-1.32885694328e-18j)
38 (1.52341615578e-07+3.99254484122e-18j)
39 (2.35008706152e-06+2.99771283746e-19j)
40 (-2.942442879e-07+2.08416555455e-20j)
41 (-7.63671745893e-07+8.67422647812e-20j)
42 (2.39263498388e-06+9.52991840239e-19j)
43 (1.56672629446e-06-7.67522964763e-20j)
44 (3.44330015722e-07-3.05664896731e-20j)
45 0j
46 (1.7426389185e-07-2.79600572171e-20j)
47 (1.42726778579e-07-1.69266967791e-20j)
48 (9.33890456496e-08-9.18869706729e-21j)
49 (9.95529149109e-08-6.76507034361e-21j)
50 (-4.33460772881e-07+2.09655382911e-20j)
51 (9.11326874858e-07-4.47072084316e-20j)
52 (3.96495637705e-07-1.07114511361e-21j)
53 (4.4430329733e-07+1.00952620157e-20j)
54 (2.31293206531e-07+6.35599410357e-21j)
55 (-8.90621044302e-08-2.46135593265e-21j)
56 (3.92867441046e-07+3.57152219135e-08j)
57 (-3.57927855546e-08-1.03295614689e-21j)
58 (3.57984741727e-07+1.22482242945e-20j)
59 (1.71723506612e-06+5.26769581273e-20j)
60 (3.62672819802e-08+1.10151934381e-21j)
61 (-8.54837384717e-06+3.56925839132e-08j)
62 (4.84460005585e-06-1.86078010872e-19j)
63 (8.64475894951e-07-6.10077417034e-20j)
64 (1.40304657691e-06-1.25644602314e-19j)
65 (-6.63132473853e-07+3.68450763737e-20j)
66 (-1.01473697676e-06+6.81886317534e-20j)
67 (5.60411713677e-07-5.13029421864e-20j)
68 0j
69 (1.53189655433e-06-1.15340920997e-19j)
70 (1.90168477409e-07-1.69166347784e-20j)
71 0j
72 (1.14344219855e-06+4.23497110583e-08j)
73 (8.50726412408e-08-9.05231206273e-21j)
74 (-2.15875291105e-06+1.81957920631e-19j)
75 (1.29491917315e-07-1.44527216379e-20j)
76 (-1.95398659999e-07+4.34219244421e-08j)
77 (2.81482820073e-07-2.92821574471e-20j)
78 (-4.35675040594e-08+6.69930557653e-21j)
79 (4.19240594491e-08-4.4728927674e-21j)
80 (3.58368573491e-06-4.77349902189e-19j)
81 (-2.51425799568e-08+2.54351342568e-21j)
82 (-1.57029170394e-06+1.92190460449e-19j)
83 (-1.85291993138e-06+1.52294788877e-07j)
84 (1.07421434764e-06-1.18346021787e-19j)
85 (4.96707967652e-07-3.59154180182e-20j)
86 (7.3437724449e-07-8.27596528699e-20j)
87 (2.21620669786e-06-1.30569140945e-19j)
88 (1.03185383864e-06-8.36118784543e-20j)
89 (-5.04610474642e-06+1.3884738195e-19j)
90 (-9.34348236846e-07+2.2543210497e-20j)
91 (-8.03883983634e-06+5.66751210207e-20j)
92 (-2.14121563185e-06-9.78925620884e-22j)
93 (-9.56196290573e-07+7.24597515552e-22j)
94 (0.000337866023434-1.66592607573e-20j)
95 (-8.04148253604e-07-5.86577322086e-21j)
96 (8.51945213006e-06+1.13295643354e-19j)
97 (-3.05610756322e-06-2.28315650871e-20j)
98 (2.69403749972e-07+1.61682043052e-21j)
99 (3.57901438918e-06-1.48780567203e-20j)
100 (1.09649277591e-07-3.43261701304e-21j)
101 (-7.57207468153e-07+3.45998354671e-20j)
102 0j
103 (1.19260843527e-07-9.75647708803e-21j)
104 0j
105 (4.1324115408e-07-4.18409112554e-20j)
106 (-2.05739841571e-07+1.63703069818e-20j)
107 (-4.89306253959e-07+3.32704457697e-20j)
108 (9.18238783039e-08+3.08754559193e-24j)
109 (1.37923239083e-07-2.21080533257e-20j)
